request_id,timestamp_s,elapsed_s,process_cpu_percent,system_cpu_percent
chatbot_001,1784294769.0814502,0.01063004499883391,0.0,3.3
chatbot_001,1784294769.0971427,0.026322021993109956,0.0,1.0
chatbot_001,1784294769.112637,0.041815939999651164,64.5,0.0
chatbot_001,1784294769.1278791,0.05705836898414418,0.0,1.0
chatbot_001,1784294769.1433694,0.07254862700938247,0.0,1.0
chatbot_001,1784294769.1586611,0.0878402050002478,65.4,2.1
chatbot_001,1784294769.1739655,0.10314473399193957,65.3,3.0
chatbot_001,1784294769.189692,0.11887126098736189,0.0,2.0
chatbot_002,1784294769.2008502,0.011020712001482025,0.0,3.1
chatbot_002,1784294769.2160978,0.026267981011187658,0.0,0.0
chatbot_002,1784294769.231399,0.04156926000723615,0.0,2.0
chatbot_002,1784294769.2469049,0.05707497801631689,129.0,1.0
chatbot_002,1784294769.2623923,0.07256232600775547,0.0,0.0
chatbot_002,1784294769.27789,0.08806009401450865,0.0,0.0
chatbot_002,1784294769.293354,0.1035240920027718,0.0,2.0
chatbot_002,1784294769.308585,0.11875507002696395,131.3,0.0
chatbot_002,1784294769.3237927,0.13396271000965498,0.0,1.0
chatbot_002,1784294769.3390577,0.14922779801418073,0.0,0.0
chatbot_002,1784294769.3544755,0.16464557600556873,0.0,2.0
chatbot_002,1784294769.3697174,0.17988726502517238,131.2,0.0
chatbot_002,1784294769.3851285,0.19529850402614102,0.0,1.0
chatbot_002,1784294769.4005568,0.2107269820116926,0.0,1.0
chatbot_002,1784294769.4157896,0.22595978100434877,65.7,1.0
chatbot_002,1784294769.4312322,0.24140241902205162,0.0,1.0
chatbot_002,1784294769.4466424,0.2568126270198263,64.9,0.0
chatbot_002,1784294769.462077,0.27224693502648734,0.0,1.0
chatbot_002,1784294769.4775157,0.28768584300996736,64.8,1.0
chatbot_002,1784294769.4932961,0.3034664200094994,0.0,1.0
chatbot_003,1784294769.5017188,0.008278071996755898,0.0,4.3
chatbot_003,1784294769.5170422,0.02360132001922466,65.3,0.0
chatbot_003,1784294769.5325425,0.03910174799966626,0.0,1.0
chatbot_003,1784294769.5480213,0.05458051600726321,64.6,0.0
chatbot_003,1784294769.563446,0.07000524501199834,0.0,2.0
chatbot_003,1784294769.5787122,0.08527142301318236,65.5,0.0
chatbot_003,1784294769.5939898,0.10054904202115722,0.0,1.0
chatbot_003,1784294769.6097457,0.11630489901290275,63.5,0.0
chatbot_003,1784294769.6285715,0.1351305459975265,53.1,1.7
chatbot_003,1784294769.6477501,0.1543095110100694,52.1,0.8
chatbot_003,1784294769.6671784,0.17373775702435523,51.5,1.6
chatbot_003,1784294769.6865869,0.19314622101956047,51.5,0.0
chatbot_003,1784294769.7059765,0.21253590600099415,51.6,1.6
chatbot_003,1784294769.7252905,0.23184985099942423,0.0,0.8
chatbot_003,1784294769.7447045,0.2512636650062632,51.5,0.8
chatbot_003,1784294769.7639213,0.27048035099869594,104.1,0.8
chatbot_003,1784294769.783088,0.2896472270076629,0.0,1.6
chatbot_003,1784294769.8022869,0.3088461620209273,52.1,0.8
chatbot_003,1784294769.8214784,0.32803769799647853,52.1,1.6
chatbot_003,1784294769.8406656,0.34722494301968254,52.1,0.8
chatbot_003,1784294769.860023,0.36658223799895495,51.7,0.8
chatbot_003,1784294769.879917,0.3864761420118157,50.3,0.8
chatbot_004,1784294769.8891242,0.009001140017062426,0.0,4.0
chatbot_004,1784294769.9043617,0.024238648999016732,0.0,0.0
chatbot_004,1784294769.9195428,0.039419508015271276,0.0,2.0
chatbot_004,1784294769.9347913,0.05466822601738386,131.2,1.0
chatbot_004,1784294769.950054,0.06993075500940904,0.0,1.0
chatbot_004,1784294769.9653237,0.08520074299303815,0.0,2.0
chatbot_004,1784294769.9806082,0.10048501199344173,65.4,1.0
chatbot_004,1784294769.9958684,0.11574519099667668,0.0,1.0
chatbot_004,1784294770.011122,0.13099878001958132,65.6,2.0
chatbot_004,1784294770.0266087,0.14648545801173896,0.0,1.0
chatbot_004,1784294770.041871,0.16174806602066383,0.0,1.0
chatbot_004,1784294770.0571275,0.17700431501725689,131.1,1.0
chatbot_004,1784294770.0723777,0.1922545529960189,0.0,1.0
chatbot_004,1784294770.0876565,0.20753337201313116,0.0,2.0
chatbot_004,1784294770.1029277,0.22280437999870628,65.5,2.0
chatbot_004,1784294770.1183949,0.2382717180007603,0.0,1.0
chatbot_005,1784294770.1359656,0.013015066011575982,0.0,1.3
chatbot_005,1784294770.1518419,0.028890832007164136,0.0,2.9
chatbot_005,1784294770.167833,0.04488229801063426,62.5,0.0
chatbot_005,1784294770.1831524,0.06020148700918071,65.3,2.0
chatbot_005,1784294770.1984787,0.07552781500271522,0.0,1.0
chatbot_005,1784294770.2139313,0.09098034299677238,0.0,2.0
chatbot_005,1784294770.229289,0.10633810100262053,130.2,0.0
chatbot_005,1784294770.2448847,0.121933957998408,0.0,2.0
chatbot_005,1784294770.2639172,0.14096655399771407,52.6,0.8
chatbot_005,1784294770.2835405,0.16058979800436646,51.0,2.4
chatbot_005,1784294770.3031569,0.18020601200987585,51.0,0.8
