request_id,timestamp_s,elapsed_s,process_cpu_percent,system_cpu_percent
chatbot_001,1784219321.1779056,0.016073799997684546,0.0,3.3
chatbot_001,1784219321.2868953,0.12506305699935183,18.4,0.9
chatbot_001,1784219321.3960674,0.2342349709942937,0.0,0.9
chatbot_001,1784219321.5056303,0.34379797299334314,18.3,0.9
chatbot_001,1784219321.6152606,0.45342818499193527,0.0,1.0
chatbot_001,1784219321.7291355,0.5673033950006356,17.6,0.8
chatbot_001,1784219321.8446972,0.6828651120013092,8.7,0.9
chatbot_001,1784219321.9534733,0.7916409500030568,9.2,0.7
chatbot_001,1784219322.0629537,0.9011213019985007,9.1,1.0
chatbot_001,1784219322.1723363,1.0105040449998342,9.1,0.7
chatbot_001,1784219322.281241,1.119408440994448,9.2,0.9
chatbot_001,1784219322.390357,1.2285246249957709,9.2,1.0
chatbot_001,1784219322.4987073,1.3368747659988003,0.0,0.6
chatbot_001,1784219322.6079755,1.4461430389928864,18.3,0.9
chatbot_001,1784219322.7169943,1.5551617949968204,9.2,1.0
chatbot_001,1784219322.8261473,1.6643148989969632,0.0,0.9
chatbot_001,1784219322.9347856,1.7729530869983137,9.2,0.6
chatbot_001,1784219323.0502121,1.8883798250026302,8.7,0.9
chatbot_001,1784219323.16574,2.0039078510017134,26.0,0.8
chatbot_001,1784219323.2812922,2.1194601070019417,8.7,0.9
chatbot_001,1784219323.3968139,2.2349814740009606,8.7,0.9
chatbot_001,1784219323.5123453,2.3505131300044013,17.3,0.8
chatbot_001,1784219323.6278794,2.4660471270035487,8.7,0.7
chatbot_001,1784219323.7434127,2.581580443002167,17.3,0.9
chatbot_002,1784219323.7618117,0.015604112995788455,0.0,4.5
chatbot_002,1784219323.8704128,0.12420460100111086,18.4,0.7
chatbot_002,1784219323.9794052,0.23319697599799838,0.0,0.9
chatbot_002,1784219324.087738,0.3415300750057213,18.5,0.9
chatbot_002,1784219324.1962438,0.4500355439959094,0.0,0.7
chatbot_002,1784219324.305293,0.5590850370062981,9.2,0.7
chatbot_002,1784219324.414565,0.6683569000015268,9.2,0.9
chatbot_002,1784219324.523318,0.7771098569937749,9.2,0.7
chatbot_002,1784219324.632041,0.8858327729976736,9.2,0.7
chatbot_002,1784219324.7416062,0.9953979239944601,0.0,0.9
chatbot_003,1784219324.7892725,0.01129180499992799,0.0,4.8
chatbot_003,1784219324.8988903,0.1209091350028757,0.0,0.7
chatbot_003,1784219325.0083468,0.23036578600294888,18.3,0.9
chatbot_003,1784219325.118123,0.340142024011584,9.1,0.9
chatbot_003,1784219325.2279646,0.44998363200284075,9.1,0.9
chatbot_003,1784219325.3437028,0.5657217660045717,17.3,0.7
chatbot_003,1784219325.4592707,0.681289750005817,8.7,0.9
chatbot_003,1784219325.5748606,0.796879475004971,8.7,0.8
chatbot_003,1784219325.6904528,0.9124720200052252,17.3,0.9
chatbot_003,1784219325.8059738,1.0279928750096587,8.7,0.9
chatbot_003,1784219325.9153612,1.1373801560112042,9.1,0.7
chatbot_003,1784219326.0246978,1.2467168370058062,18.3,1.0
chatbot_003,1784219326.133837,1.3558558500080835,0.0,0.7
chatbot_003,1784219326.2432399,1.4652588900062256,9.1,1.0
chatbot_003,1784219326.352469,1.574487792007858,9.2,1.0
chatbot_004,1784219326.40684,0.011472523998236284,0.0,4.8
chatbot_004,1784219326.516222,0.12085411399311852,18.3,0.7
chatbot_004,1784219326.6257935,0.23042559399618767,0.0,0.9
chatbot_004,1784219326.7353816,0.34001358300156426,9.1,0.7
chatbot_004,1784219326.8451784,0.4498103999940213,9.1,0.9
chatbot_004,1784219326.9539924,0.5586245349986712,9.2,0.9
chatbot_004,1784219327.063464,0.6680960349913221,9.1,0.7
chatbot_004,1784219327.1722777,0.7769099389988696,9.2,0.7
chatbot_004,1784219327.2814348,0.8860670010035392,9.2,1.0
chatbot_004,1784219327.3971379,1.0017701539909467,8.6,0.8
