request_id,event_type,start_s,end_s
chatbot_001,context_build,0.0004937769990647212,0.0004954670002916828
chatbot_001,llm_call,0.0005023370031267405,2.5841558829997666
chatbot_001,finalize,2.584163792998879,2.58416627299448
chatbot_001,request,0.000490386999445036,2.584172913004295
chatbot_002,context_build,0.00043256700155325234,0.00043454699334688485
chatbot_002,llm_call,0.00043899599404539913,1.0316017930017551
chatbot_002,finalize,1.031609223005944,1.0316106230020523
chatbot_002,request,0.00042866700096055865,1.0316179329965962
chatbot_003,context_build,0.0003307070001028478,0.00033282701042480767
chatbot_003,llm_call,0.00033747700217645615,1.617216851998819
chatbot_003,finalize,1.617224232002627,1.6172256819991162
chatbot_003,request,0.00032736700086388737,1.617232172007789
chatbot_004,context_build,0.0003147870011162013,0.0003168980038026348
chatbot_004,llm_call,0.00032150700280908495,1.7322247580013936
chatbot_004,finalize,1.7322313579934416,1.7322321980027482
chatbot_004,request,0.0003119469911325723,1.7322380480036372
chatbot_005,context_build,0.0004383369960123673,0.0004394870047690347
chatbot_005,llm_call,0.00044181699922773987,2.6604336869932013
chatbot_005,finalize,2.6604375269962475,2.660438136997982
chatbot_005,request,0.0004364769993117079,2.660441636995529
