request_id,timestamp_s,elapsed_s,process_cpu_percent,system_cpu_percent
chatbot_001,1784813531.8659225,0.01565419399412349,0.0,4.8
chatbot_001,1784813531.8740597,0.023791451996657997,122.9,3.8
chatbot_001,1784813531.8826907,0.03242214297642931,115.8,1.8
chatbot_001,1784813531.8921382,0.041869495005812496,0.0,1.6
chatbot_001,1784813531.9018898,0.051621193008031696,205.1,1.6
chatbot_001,1784813531.9118495,0.06158097798470408,0.0,1.6
chatbot_001,1784813531.9217792,0.07151052297558635,0.0,3.1
chatbot_001,1784813531.9319222,0.08165372599614784,98.6,0.0
chatbot_001,1784813531.9417832,0.09151481301523745,101.4,1.6
chatbot_001,1784813531.9518366,0.1015680370037444,0.0,3.1
chatbot_001,1784813531.9618723,0.1116038910113275,99.6,1.6
chatbot_001,1784813531.9719005,0.12163180601783097,99.7,1.6
chatbot_001,1784813531.9818492,0.1315805710037239,0.0,1.6
chatbot_001,1784813531.9918647,0.14159594499506056,99.9,3.1
chatbot_001,1784813532.0018559,0.15158730000257492,0.0,1.6
chatbot_001,1784813532.0118198,0.16155124502256513,100.4,1.6
chatbot_001,1784813532.02184,0.17157167999539524,0.0,1.6
chatbot_001,1784813532.0318308,0.18156233400804922,100.1,1.6
chatbot_001,1784813532.041854,0.191585338965524,99.8,1.6
chatbot_001,1784813532.0518396,0.20157095399918035,100.1,1.6
chatbot_001,1784813532.061854,0.2115853379946202,0.0,1.6
chatbot_001,1784813532.0718613,0.2215927829965949,0.0,1.6
chatbot_001,1784813532.081828,0.23155958799179643,200.7,1.6
chatbot_001,1784813532.0918438,0.24157539202133194,0.0,3.1
chatbot_001,1784813532.1018114,0.2515428370097652,0.0,1.6
chatbot_001,1784813532.1118429,0.26157405198318884,99.7,1.6
chatbot_001,1784813532.1218357,0.2715673159691505,100.1,0.0
chatbot_001,1784813532.1318812,0.28161260997876525,0.0,3.1
chatbot_001,1784813532.1418107,0.2915421060170047,100.7,1.6
chatbot_001,1784813532.151833,0.30156449001515284,0.0,1.6
chatbot_001,1784813532.1618495,0.31158100499305874,99.8,1.6
chatbot_001,1784813532.171837,0.32156856899382547,100.1,1.6
chatbot_001,1784813532.1818278,0.3315593239967711,0.0,3.1
chatbot_001,1784813532.191855,0.3415862990077585,99.7,1.6
chatbot_001,1784813532.2018802,0.35161185299512,0.0,1.6
chatbot_001,1784813532.2118537,0.3615854579838924,200.5,1.6
chatbot_001,1784813532.2218413,0.3715729829855263,0.0,1.6
chatbot_001,1784813532.2319255,0.3816569760092534,0.0,3.1
chatbot_001,1784813532.2418988,0.3916301309945993,100.3,1.6
chatbot_001,1784813532.251847,0.4015783969662152,100.5,1.6
chatbot_001,1784813532.261924,0.41165556001942605,0.0,1.6
chatbot_001,1784813532.2718863,0.42161776596913114,100.4,1.6
chatbot_001,1784813532.2818935,0.43162478000158444,0.0,1.6
chatbot_001,1784813532.2918591,0.44159081496763974,100.3,3.1
chatbot_001,1784813532.3018527,0.451584099966567,100.1,1.6
chatbot_001,1784813532.3118696,0.46160121401771903,0.0,1.6
chatbot_001,1784813532.321855,0.47158653900260106,100.2,1.6
