request_id,event_type,start_s,end_s
agent_001,context_build,0.0006375880038831383,0.0006405180029105395
agent_001,llm_call,0.0006462979945354164,0.16668247600318864
agent_001,agent_parse,0.16668782598571852,0.1667264160059858
agent_001,tool_call,0.1667294859944377,0.5664529690111522
agent_001,llm_call,0.5664795890043024,0.7402630780125037
agent_001,finalize,0.7402678480139002,0.7402687479916494
agent_001,request,0.000633157993433997,0.7402903879992664
agent_002,context_build,0.0003651180013548583,0.00036682799691334367
agent_002,llm_call,0.00036965799517929554,0.20463230498717166
agent_002,agent_parse,0.2046354849881027,0.20466024498455226
agent_002,tool_call,0.2046618739841506,0.5943350789893884
agent_002,llm_call,0.5943598589801695,0.9941586849745363
agent_002,finalize,0.9941635449940804,0.9941641049808823
agent_002,request,0.0003634979948401451,0.9941755849868059
agent_003,context_build,0.0003655990003608167,0.0003673989849630743
agent_003,llm_call,0.00036968899075873196,0.206373547000112
agent_003,agent_parse,0.20637694699689746,0.2064054969814606
agent_003,tool_call,0.20640704699326307,0.5907469039957505
agent_003,llm_call,0.5907682440010831,0.9164554979943205
agent_003,finalize,0.9164599779760465,0.9164607479760889
agent_003,request,0.0003636689798440784,0.9164720679982565
agent_004,context_build,0.0003235289768781513,0.00032528897281736135
agent_004,llm_call,0.00032774897408671677,0.17561205898527987
agent_004,agent_parse,0.17561478898278438,0.17564016798860393
agent_004,tool_call,0.1756416790012736,0.5722858789958991
agent_004,llm_call,0.5723071289830841,0.7540036849968601
agent_004,finalize,0.7540080549952108,0.7540087849774864
agent_004,request,0.00032127898884937167,0.7540193749882746
agent_005,context_build,0.0002853690239135176,0.00028676900546997786
agent_005,llm_call,0.00028889899840578437,0.17789014801383018
agent_005,agent_parse,0.17789744801120833,0.17794120800681412
agent_005,tool_call,0.17794535800931044,0.5695113910187501
agent_005,llm_call,0.5695351310132537,0.8950120710069314
agent_005,finalize,0.8950227210007142,0.8950244310253765
agent_005,request,0.00028277901583351195,0.8950464710069355
