request_id,event_type,start_s,end_s
chatbot_001,context_build,0.0003027649945579469,0.00030377498478628695
chatbot_001,llm_call,0.00030801500543020666,2.5645324639917817
chatbot_001,finalize,2.5645355239976197,2.564536333986325
chatbot_001,request,0.00029976500081829727,2.564539633982349
chatbot_002,context_build,0.00032620399724692106,0.00032703400938771665
chatbot_002,llm_call,0.0003289539890829474,1.0181377069966402
chatbot_002,finalize,1.0181403270107694,1.0181408069911413
chatbot_002,request,0.00032442400697618723,1.0181439669977408
chatbot_003,context_build,0.0001738669816404581,0.00017470697639510036
chatbot_003,llm_call,0.00017697698785923421,1.604100276977988
chatbot_003,finalize,1.604102976998547,1.6041034969966859
chatbot_003,request,0.00017239697626791894,1.604106406972278
chatbot_004,context_build,0.00023739499738439918,0.00023817498004063964
chatbot_004,llm_call,0.00024031498469412327,1.7116143859748263
chatbot_004,finalize,1.7116177459829487,1.7116183759935666
chatbot_004,request,0.00023630500072613358,1.7116225359786768
chatbot_005,context_build,0.0002150069922208786,0.00021618598839268088
chatbot_005,llm_call,0.00021934599499218166,2.6302396889950614
chatbot_005,finalize,2.6302492289978545,2.6302508789813146
chatbot_005,request,0.0002132269728463143,2.63026056898525
