request_id,event_type,start_s,end_s
agent_001,context_build,0.0012518849689513445,0.0012543349876068532
agent_001,llm_call,0.0012587549863383174,0.16881554096471518
agent_001,agent_parse,0.16882182098925114,0.168851560971234
agent_001,tool_call,0.16885333094978705,0.5702065709629096
agent_001,llm_call,0.5702339399722405,0.7517979429685511
agent_001,finalize,0.7518029229831882,0.7518042029696517
agent_001,request,0.0012475549592636526,0.7518086629570462
agent_002,context_build,0.0006750510074198246,0.0006778709939680994
agent_002,llm_call,0.0006814009975641966,0.21823913598200306
agent_002,agent_parse,0.21824195596855134,0.21826566598610952
agent_002,tool_call,0.2182670159963891,0.6059245849610306
agent_002,llm_call,0.6059506539604627,1.012254461995326
agent_002,finalize,1.0122594019630924,1.0122602219926193
agent_002,request,0.0006722109974361956,1.0122651219717227
agent_003,context_build,0.0007062620134092867,0.0007086210534907877
agent_003,llm_call,0.0007124010007828474,0.2187680300557986
agent_003,agent_parse,0.21877089905319735,0.2187965790508315
agent_003,tool_call,0.21879811905091628,0.6180521430214867
agent_003,llm_call,0.6180747230537236,0.9692086060531437
agent_003,finalize,0.9692139060352929,0.969214606040623
agent_003,request,0.0007033820147626102,0.9692189460038207
agent_004,context_build,0.0005229939706623554,0.0005253139534033835
agent_004,llm_call,0.0005283239879645407,0.2000223720096983
agent_004,agent_parse,0.20002994197420776,0.20008567097829655
agent_004,tool_call,0.20008940197294578,0.5912089059711434
agent_004,llm_call,0.5912338760099374,0.8013499419903383
agent_004,finalize,0.8013543919660151,0.8013549720053561
agent_004,request,0.0005202139727771282,0.8013594219810329
agent_005,context_build,0.0005430139717645943,0.0005449029849842191
agent_005,llm_call,0.0005474939825944602,0.1875102180056274
agent_005,agent_parse,0.18751355697168037,0.18755032698391005
agent_005,tool_call,0.18755198700819165,0.5781126479851082
agent_005,llm_call,0.578136647993233,0.9308072199928574
agent_005,finalize,0.9308108299737796,0.9308116399915889
agent_005,request,0.00054045399883762,0.9308156800107099
