request_id,event_type,start_s,end_s
chatbot_001,llm_call,0.0037069529644213617,0.13590713898884133
chatbot_001,tool_call,0.1359230989473872,0.16057508497033268
chatbot_001,request,0.0007167709991335869,0.16058062500087544
chatbot_002,llm_call,0.003327528014779091,0.17179681203560904
chatbot_002,tool_call,0.171811431995593,0.1962229409837164
chatbot_002,request,0.0004454050213098526,0.19622875103959814
chatbot_003,llm_call,0.0033117480343207717,0.15396624902496114
chatbot_003,tool_call,0.15397400903748348,0.17305660602869466
chatbot_003,request,0.00041030498687177896,0.17306273599388078
chatbot_004,llm_call,0.0032246190239675343,0.09618441498605534
chatbot_004,tool_call,0.0961960150161758,0.11237572901882231
chatbot_004,request,0.0004049349809065461,0.11238132900325581
chatbot_005,llm_call,0.0032503780093975365,0.1505025930237025
chatbot_005,tool_call,0.15051624301122501,0.17853245604783297
chatbot_005,request,0.0003755350480787456,0.17854081600671634
