request_id,event_type,start_s,end_s
chatbot_001,llm_call,0.003740373009350151,0.13730914297048002
chatbot_001,tool_call,0.1373253019992262,0.19334537698887289
chatbot_001,request,0.000739720999263227,0.19335160701302812
chatbot_002,llm_call,0.005304572987370193,0.17456560296704993
chatbot_002,tool_call,0.17457965295761824,0.1983941729995422
chatbot_002,request,0.0005728729884140193,0.19840042298892513
chatbot_003,llm_call,0.003253748989664018,0.1515284219640307
chatbot_003,tool_call,0.15154151199385524,0.17034784599673003
chatbot_003,request,0.00041228497866541147,0.1703537249704823
chatbot_004,llm_call,0.0032966879662126303,0.09629718796350062
chatbot_004,tool_call,0.09630602796096355,0.1127680399804376
chatbot_004,request,0.0003810349735431373,0.1127754999906756
chatbot_005,llm_call,0.0032910979934968054,0.14476007799385116
chatbot_005,tool_call,0.14476951799588278,0.185934110020753
chatbot_005,request,0.0003718950320035219,0.1859447000315413
