request_id,event_type,start_s,end_s
agent_001,llm_call,0.005682687973603606,0.24015363701619208
agent_001,tool_call,0.24017655599163845,0.2564399680122733
agent_001,llm_call,0.256457808020059,0.5051965849706903
agent_001,tool_call,0.5052184640080668,0.5320246110204607
agent_001,llm_call,0.5320324110216461,0.7700757539714687
agent_001,tool_call,0.7700883939978667,0.7884449189878069
agent_001,llm_call,0.7884544389671646,1.0147876419941895
agent_001,tool_call,1.0148089419817552,1.0298449299880303
agent_001,llm_call,1.029855820001103,1.2650731389876455
agent_001,tool_call,1.2650946389767341,1.2821925699827261
agent_001,llm_call,1.2822034800192341,1.5283290789811872
agent_001,tool_call,1.5283422089996748,1.5468858319800347
agent_001,request,0.0010897070169448853,1.5469016709830612
agent_002,llm_call,0.003546433988958597,0.25801467697601765
agent_002,tool_call,0.25802726700203493,0.3049937059986405
agent_002,llm_call,0.3050007859710604,0.5495518950046971
agent_002,tool_call,0.5495649349759333,0.5723340240074322
agent_002,llm_call,0.5723409539787099,0.7774401479982771
agent_002,tool_call,0.7774524879641831,0.7953966179629788
agent_002,llm_call,0.7954076380119659,0.9898865889990702
agent_002,tool_call,0.9898985879844986,1.0146167919738218
agent_002,request,0.0005532729555852711,1.01462651201291
agent_003,llm_call,0.0049474359839223325,0.22493897000094876
agent_003,tool_call,0.2249613999738358,0.2398375389748253
agent_003,llm_call,0.23984860896598548,0.5077419700101018
agent_003,tool_call,0.507763130008243,0.5256124109728262
agent_003,llm_call,0.5256233210093342,0.7750934669747949
agent_003,tool_call,0.7751057670102455,0.7917570439749397
agent_003,llm_call,0.7917731140041724,1.026259101985488
agent_003,tool_call,1.0262880909722298,1.0429346680175513
agent_003,llm_call,1.0429413379752077,2.200026003003586
agent_003,tool_call,2.200200260966085,2.217637477966491
agent_003,llm_call,2.2176448479876854,2.468190220010001
agent_003,tool_call,2.468217290006578,2.4850381040014327
agent_003,request,0.00042945396853610873,2.485057644022163
agent_004,llm_call,0.0036506130127236247,0.19412151403957978
agent_004,tool_call,0.19413578399689868,0.2162247010273859
agent_004,llm_call,0.2162335510365665,0.4499868680140935
agent_004,tool_call,0.4500245079980232,0.46876282803714275
agent_004,llm_call,0.4687713280436583,0.9797114350367337
agent_004,tool_call,0.9797406250145286,1.0214173910208046
agent_004,llm_call,1.0214378910022788,1.1899234229931608
agent_004,tool_call,1.1899625930236652,1.2390728930477053
agent_004,llm_call,1.2390858530416153,1.4402951170341112
agent_004,tool_call,1.4403304760344326,1.471291090012528
agent_004,llm_call,1.471302119025495,2.090108535019681
agent_004,tool_call,2.0901364849996753,2.121594041993376
agent_004,request,0.0008104300359264016,2.1216112510301173
agent_005,llm_call,0.005374431028030813,0.2501454360317439
agent_005,tool_call,0.250189465994481,0.2800158039899543
agent_005,llm_call,0.28002680401550606,0.596578409022186
agent_005,tool_call,0.596601109020412,0.6138721780152991
agent_005,llm_call,0.6138829980045557,0.93095185700804
agent_005,tool_call,0.9309855860192329,0.9488487070193514
agent_005,llm_call,0.9488593770074658,1.2708658929914236
agent_005,tool_call,1.2708871620125137,1.2881587709998712
agent_005,llm_call,1.2881694810348563,1.6114022110123187
agent_005,tool_call,1.6114357610349543,1.6379595909966156
agent_005,llm_call,1.6379776610410772,1.9775598410051316
agent_005,tool_call,1.9775953500065953,2.006396252021659
agent_005,request,0.0006082620238885283,2.006424561026506
