request_id,event_type,start_s,end_s
agent_001,context_build,0.0003240549995098263,0.00032486399868503213
agent_001,llm_call,0.0003273740003351122,0.15827882901066914
agent_001,agent_parse,0.15828187900478952,0.15830795900546946
agent_001,agent_parse,0.1583094079978764,0.1583128280180972
agent_001,tool_call,0.1583139080030378,0.545266414002981
agent_001,llm_call,0.5452847340202425,0.7159222270129248
agent_001,finalize,0.7159252770070452,0.7159261369961314
agent_001,request,0.00032165501033887267,0.7159339570207521
agent_002,context_build,0.00027703502564691007,0.0002780250215437263
agent_002,llm_call,0.0002809150028042495,0.19634817601763643
agent_002,agent_parse,0.19635095601552166,0.19638059500721283
agent_002,agent_parse,0.19638212502468377,0.19638523500179872
agent_002,tool_call,0.19638625500374474,0.5803000200248789
agent_002,llm_call,0.5803178700152785,1.3635751300025731
agent_002,finalize,1.363582990015857,1.363584520004224
agent_002,request,0.0002747850085143,1.3636004800209776
agent_003,context_build,0.0004428120155353099,0.00044475201866589487
agent_003,llm_call,0.0004493720189202577,0.21975928300525993
agent_003,agent_parse,0.21976426301989704,0.2197928219975438
agent_003,agent_parse,0.21979576200828888,0.2198009620187804
agent_003,tool_call,0.2198030120052863,0.6155078659940045
agent_003,llm_call,0.6155311260081362,1.6574789980077185
agent_003,finalize,1.657487848016899,1.6574894670047797
agent_003,request,0.00043936201836913824,1.6575065469951369
agent_004,context_build,0.0004017630126327276,0.0004045030218549073
agent_004,llm_call,0.00041215302189812064,0.16347801001393236
agent_004,agent_parse,0.1634827800153289,0.1635015300125815
agent_004,agent_parse,0.1635044389986433,0.16351079900050536
agent_004,tool_call,0.16351298900553957,0.556249965011375
agent_004,llm_call,0.5562678250134923,1.0667218800226692
agent_004,finalize,1.0667254200088792,1.066726290009683
agent_004,request,0.0003969930112361908,1.066735910018906
agent_005,context_build,0.0002494950022082776,0.00025054599973373115
agent_005,llm_call,0.000252814992563799,0.19559209898579866
agent_005,agent_parse,0.19559480898897164,0.19561220798641443
agent_005,agent_parse,0.1956137880042661,0.1956172389909625
agent_005,tool_call,0.1956187189789489,0.5886909919790924
agent_005,llm_call,0.5887072519981302,4.1412184609798715
agent_005,finalize,4.141234251001151,4.141236900992226
agent_005,request,0.00024661500356160104,4.1412608200043906
