request_id,event_type,start_s,end_s
agent_001,context_build,0.0005276760057313368,0.0005297070019878447
agent_001,llm_call,0.0005349660059437156,0.1620194220013218
agent_001,agent_parse,0.1620236620074138,0.16204695199849084
agent_001,agent_parse,0.1620490420027636,0.16205408200039528
agent_001,tool_call,0.16205582200200297,0.5542204330122331
agent_001,llm_call,0.5542408930050442,0.731415961010498
agent_001,finalize,0.7314222410059301,0.7314249610062689
agent_001,request,0.0005235470016486943,0.731437131005805
agent_002,context_build,0.0003652970044640824,0.0003665870026452467
agent_002,llm_call,0.0003707169962581247,0.20235939699341543
agent_002,agent_parse,0.20236232699244283,0.20238686699303798
agent_002,agent_parse,0.20238830699236132,0.20239127699460369
agent_002,tool_call,0.20239245699485764,0.591095341995242
agent_002,llm_call,0.5911159719980787,1.3739881889923709
agent_002,finalize,1.3739958689984633,1.3739974289928796
agent_002,request,0.0003623969969339669,1.3740130490041338
agent_003,context_build,0.0004614460049197078,0.0004640660044969991
agent_003,llm_call,0.000471626000944525,0.22157666100247297
agent_003,agent_parse,0.22158239100826904,0.22160973100108095
agent_003,agent_parse,0.2216116810013773,0.22161577100632712
agent_003,tool_call,0.22161722100281622,0.6096018500102218
agent_003,llm_call,0.6096246899978723,1.656339734006906
agent_003,finalize,1.6563435940042837,1.6563443940103753
agent_003,request,0.00045714600128121674,1.6563582840026356
agent_004,context_build,0.000441657000919804,0.00044245699245948344
agent_004,llm_call,0.0004451769927982241,0.1636457260028692
agent_004,agent_parse,0.1636493959958898,0.16367449599783868
agent_004,agent_parse,0.16367637600342277,0.1636797560058767
agent_004,tool_call,0.16368093600613065,0.550633809005376
agent_004,llm_call,0.5506563289964106,1.0673494649963686
agent_004,finalize,1.0673580250004306,1.0673595650005154
agent_004,request,0.00043939700117334723,1.0673792239977047
agent_005,context_build,0.000541556000825949,0.0005436860083136708
agent_005,llm_call,0.0005491760093718767,0.20438487800129224
agent_005,agent_parse,0.20439189800526947,0.2044303580041742
agent_005,agent_parse,0.20443421800155193,0.20444243800011463
agent_005,tool_call,0.20444582701020408,0.600139633010258
agent_005,llm_call,0.600163622002583,4.1799246610025875
agent_005,finalize,4.179933541003265,4.17993508100335
agent_005,request,0.0005382259987527505,4.1799542299995665
