request_id,event_type,start_s,end_s
chatbot_001,llm_call,0.0010791560052894056,1.3038705950020812
chatbot_001,request,0.0010747960186563432,1.3039014450041577
chatbot_002,llm_call,0.0004840840119868517,1.6668209449853748
chatbot_002,request,0.000480593997053802,1.666841404978186
chatbot_003,llm_call,0.00040177401388064027,0.689458477019798
chatbot_003,request,0.0003992540296167135,0.689482037036214
chatbot_004,llm_call,0.00040457502473145723,1.1244345920276828
chatbot_004,request,0.00040172500303015113,1.124446212023031
chatbot_005,llm_call,0.0006544310017488897,1.200522169994656
chatbot_005,request,0.0006498509901575744,1.200547380023636
