request_id,event_type,start_s,end_s
agent_001,context_build,0.00044382299529388547,0.00044538298971019685
agent_001,llm_call,0.0004491729778237641,0.11594718298874795
agent_001,agent_parse,0.11595000300440006,0.11597101300139911
agent_001,agent_parse,0.1159724629833363,0.115976362983929
agent_001,tool_call,0.11597751299268566,0.5114771219959948
agent_001,llm_call,0.5114980909856968,2.3611432460020296
agent_001,finalize,2.361162045999663,2.361167235998437
agent_001,request,0.000440462987171486,2.3611950750055257
agent_002,context_build,0.0005815819895360619,0.0005863720143679529
agent_002,llm_call,0.0005928220052737743,0.14735927199944854
agent_002,agent_parse,0.14736971200909466,0.14747304999036714
agent_002,agent_parse,0.14747706000343896,0.1474869500088971
agent_002,tool_call,0.14749035000568256,0.5381426580133848
agent_002,llm_call,0.5381645179877523,1.3018609150021803
agent_002,finalize,1.3018723450077232,1.3018731150077656
agent_002,request,0.0005767719994764775,1.3018880849995185
agent_003,context_build,0.0002831860037986189,0.0002839759981725365
agent_003,llm_call,0.000285886024357751,0.19112586401752196
agent_003,agent_parse,0.19114213300053962,0.1911640830221586
agent_003,agent_parse,0.19116846300312318,0.19117685299715959
agent_003,tool_call,0.19117991300299764,0.5864308580057696
agent_003,llm_call,0.5864484470221214,3.0757463930058293
agent_003,finalize,3.0757550230191555,3.0757557330070995
agent_003,request,0.0002802660164888948,3.07576623299974
agent_004,context_build,0.0003075760032515973,0.00030854501528665423
agent_004,llm_call,0.0003109250101260841,0.16192309602047317
agent_004,agent_parse,0.16193205601302907,0.16195519600296393
agent_004,agent_parse,0.1619594160001725,0.16196873600711115
agent_004,tool_call,0.16197194601409137,0.5528818640159443
agent_004,llm_call,0.5529031530022621,0.7350903550104704
agent_004,finalize,0.735099125013221,0.7351008440018632
agent_004,request,0.00030609601526521146,0.7351184640137944
agent_005,context_build,0.00040599500061944127,0.000410984008340165
agent_005,llm_call,0.00042050398769788444,0.12211823899997398
agent_005,agent_parse,0.12212603900115937,0.1221475779893808
agent_005,agent_parse,0.12215140799526125,0.12216044799424708
agent_005,tool_call,0.12216343800537288,0.5124911949969828
agent_005,llm_call,0.5125118840078358,4.078383715997916
agent_005,finalize,4.078395616001217,4.078396925993729
agent_005,request,0.00032884598476812243,4.078411675989628
