request_id,event_type,start_s,end_s
agent_001,llm_call,0.005793977004941553,0.23788130900356919
agent_001,tool_call,0.23791381798218936,0.2781766079715453
agent_001,llm_call,0.2781915179803036,0.5284767900011502
agent_001,tool_call,0.5284990699728951,0.5598120529903099
agent_001,llm_call,0.5598191529861651,0.7940313279978
agent_001,tool_call,0.7940448679728433,0.8125241340021603
agent_001,llm_call,0.8125287640141323,1.0448464329820126
agent_001,tool_call,1.0448594629997388,1.0635786459897645
agent_001,llm_call,1.0635846559889615,1.2741510799969546
agent_001,tool_call,1.2741641699685715,1.2884490989963524
agent_001,llm_call,1.2884556790231727,1.521677805983927
agent_001,tool_call,1.5216908059665002,1.5394028120208532
agent_001,request,0.0010573159670457244,1.5394147309707478
agent_002,llm_call,0.0035592149943113327,0.26660507498309016
agent_002,tool_call,0.2666179249645211,0.28639005398144946
agent_002,llm_call,0.28639671398559585,0.5477625049534254
agent_002,tool_call,0.5477752249571495,0.5591376809752546
agent_002,llm_call,0.5591438309638761,0.7793835319462232
agent_002,tool_call,0.7793969019548967,0.7896971619920805
agent_002,llm_call,0.7897034619818442,0.9916400449583307
agent_002,tool_call,0.991653413977474,1.0051224239869043
agent_002,request,0.0005431729950942099,1.0051299539627507
agent_003,llm_call,0.0033779480145312846,0.2379914770135656
agent_003,tool_call,0.23800551699241623,0.25342786201508716
agent_003,llm_call,0.2534345620078966,0.5496836500242352
agent_003,tool_call,0.5496966199716553,0.56808070698753
agent_003,llm_call,0.5680878469720483,0.8592469900031574
agent_003,tool_call,0.8592609699699096,0.8761374360183254
agent_003,llm_call,0.8761509060277604,1.1500775669701397
agent_003,tool_call,1.1501061259768903,1.1676390439970419
agent_003,llm_call,1.1676465939963236,2.3617152210208587
agent_003,tool_call,2.3619028389803134,2.3799185910029337
agent_003,llm_call,2.379927180998493,2.6759311910136603
agent_003,tool_call,2.675966951006558,2.693223102018237
agent_003,request,0.0005508930189535022,2.693246321985498
agent_004,llm_call,0.0034357670228928328,0.20193854300305247
agent_004,tool_call,0.2019578319741413,0.22068597498582676
agent_004,llm_call,0.22069368499796838,0.48187302699079737
agent_004,tool_call,0.4818944470025599,0.49163623299682513
agent_004,llm_call,0.4916425329865888,1.0189458029926755
agent_004,tool_call,1.0189596730051562,1.033717855985742
agent_004,llm_call,1.0337249360163696,1.2310642459779046
agent_004,tool_call,1.2310858159908094,1.2489613990182988
agent_004,llm_call,1.2489686890039593,1.4798426739871502
agent_004,tool_call,1.47986286401283,1.4966276520281099
agent_004,llm_call,1.4966344020213,2.171866797027178
agent_004,tool_call,2.1718798970105127,2.1893182159983553
agent_004,request,0.0005264439969323575,2.1893332459731027
agent_005,llm_call,0.003704653005115688,0.2541170599870384
agent_005,tool_call,0.25413959997240454,0.27041502395877615
agent_005,llm_call,0.2704218339640647,0.6082864530035295
agent_005,tool_call,0.6083166630123742,0.6257585220155306
agent_005,llm_call,0.6257699019624852,0.9716122690006159
agent_005,tool_call,0.9716374489944428,0.9947252660058439
agent_005,llm_call,0.9947417459916323,1.3547823539702222
agent_005,tool_call,1.3548238729708828,1.3842126709641889
agent_005,llm_call,1.3842297910014167,1.7481943079619668
agent_005,tool_call,1.7482336179818958,1.7751539970049635
agent_005,llm_call,1.7751714370097034,2.144783101975918
agent_005,tool_call,2.1448235519928858,2.1739172730012797
agent_005,request,0.0006017119740135968,2.173944153008051
