request_id,timestamp_s,elapsed_s,kv_cache_usage_fraction
chatbot_001,1784813430.7679682,0.01918321300763637,0.0
chatbot_001,1784813430.770596,0.02181117096915841,0.0
chatbot_001,1784813430.7807438,0.03195889596827328,0.0005595116988810211
chatbot_001,1784813430.7906053,0.04182009398937225,0.0005595116988810211
chatbot_001,1784813430.800665,0.05187978001777083,0.0005595116988810211
chatbot_001,1784813430.81056,0.06177481799386442,0.0005595116988810211
chatbot_001,1784813430.8206348,0.07184974401025102,0.0005595116988810211
chatbot_001,1784813430.8305843,0.081799310981296,0.000712105798575835
chatbot_001,1784813430.8406405,0.09185541700571775,0.000712105798575835
chatbot_001,1784813430.850559,0.10177391499746591,0.000712105798575835
chatbot_001,1784813430.8605413,0.111756311962381,0.000712105798575835
chatbot_001,1784813430.870554,0.12176875799195841,0.000712105798575835
chatbot_001,1784813430.8805418,0.1317566650104709,0.000712105798575835
chatbot_001,1784813430.8906295,0.1418445910094306,0.000712105798575835
chatbot_001,1784813430.9004853,0.15170029900036752,0.000712105798575835
chatbot_001,1784813430.9107678,0.1619830320123583,0.000712105798575835
chatbot_001,1784813430.9206471,0.1718619709718041,0.000712105798575835
chatbot_001,1784813430.9306548,0.18186959699960425,0.000712105798575835
chatbot_001,1784813430.9405782,0.19179331499617547,0.0008392675483214207
chatbot_001,1784813430.9506493,0.20186434098286554,0.0008392675483214207
chatbot_001,1784813430.9605794,0.21179443801520392,0.0008392675483214207
chatbot_001,1784813430.9705577,0.22177270497195423,0.0008392675483214207
chatbot_001,1784813430.980555,0.23176992201479152,0.0008392675483214207
chatbot_001,1784813430.9905617,0.2417767280130647,0.0008392675483214207
chatbot_001,1784813431.0006576,0.25187256396748126,0.0008392675483214207
chatbot_001,1784813431.01057,0.26178502198308706,0.0008392675483214207
chatbot_001,1784813431.020654,0.2718691669870168,0.0008392675483214207
chatbot_001,1784813431.030577,0.28179178497521207,0.0008392675483214207
chatbot_001,1784813431.0406506,0.2918654910172336,0.0008392675483214207
chatbot_001,1784813431.050577,0.30179181799758226,0.0009918616480162346
chatbot_001,1784813431.060631,0.3118461240082979,0.0009918616480162346
chatbot_001,1784813431.0705698,0.3217846719780937,0.0009918616480162346
chatbot_001,1784813431.0805473,0.331762287998572,0.0009918616480162346
chatbot_001,1784813431.0905764,0.34179136500461027,0.0009918616480162346
chatbot_001,1784813431.1005616,0.35177668096730486,0.0009918616480162346
chatbot_001,1784813431.1106405,0.3618554970016703,0.0009918616480162346
chatbot_001,1784813431.1205564,0.37177126499591395,0.0009918616480162346
chatbot_001,1784813431.1306362,0.38185114099178463,0.0009918616480162346
chatbot_001,1784813431.1405628,0.39177756797289476,0.0009918616480162346
chatbot_001,1784813431.1506424,0.40185742400353774,0.0009918616480162346
chatbot_001,1784813431.16057,0.41178486100398004,0.0011190233977619313
chatbot_001,1784813431.1706293,0.4218442870187573,0.0011190233977619313
chatbot_001,1784813431.1805573,0.4317723849671893,0.0011190233977619313
chatbot_001,1784813431.190554,0.4417686309898272,0.0011190233977619313
chatbot_001,1784813431.2005692,0.4517840479966253,0.0011190233977619313
chatbot_001,1784813431.2105534,0.46176831499906257,0.0011190233977619313
chatbot_001,1784813431.2206345,0.4718493609689176,0.0011190233977619313
chatbot_001,1784813431.2305553,0.48177043796749786,0.0011190233977619313
chatbot_001,1784813431.2406263,0.4918412839761004,0.0011190233977619313
chatbot_001,1784813431.250566,0.5017807109979913,0.0011190233977619313
chatbot_001,1784813431.2606401,0.5118552969652228,0.0011190233977619313
chatbot_001,1784813431.2705698,0.5217846250161529,0.0012716174974567451
chatbot_001,1784813431.2806437,0.5318584509659559,0.0012716174974567451
chatbot_001,1784813431.2905598,0.5417746079619974,0.0012716174974567451
chatbot_001,1784813431.3005466,0.5517614749842323,0.0012716174974567451
chatbot_001,1784813431.3105667,0.5617816409794614,0.0012716174974567451
chatbot_001,1784813431.3205504,0.5717652579769492,0.0012716174974567451
chatbot_001,1784813431.3306592,0.5818740230170079,0.0012716174974567451
chatbot_001,1784813431.3405929,0.5918078210088424,0.0012716174974567451
chatbot_001,1784813431.3506758,0.6018909469712526,0.0012716174974567451
chatbot_001,1784813431.360582,0.6117970839841291,0.0012716174974567451
chatbot_001,1784813431.3706307,0.6218454809859395,0.0012716174974567451
chatbot_001,1784813431.380551,0.6317661479697563,0.0013987792472024418
chatbot_001,1784813431.3906214,0.6418363740085624,0.0013987792472024418
chatbot_001,1784813431.4005435,0.6517584410030395,0.0013987792472024418
chatbot_001,1784813431.4105787,0.661793757986743,0.0013987792472024418
chatbot_001,1784813431.4205704,0.6717853249865584,0.0013987792472024418
chatbot_001,1784813431.4305644,0.6817792609799653,0.0013987792472024418
chatbot_001,1784813431.4406502,0.691865177010186,0.0013987792472024418
chatbot_001,1784813431.45055,0.701764874975197,0.0013987792472024418
chatbot_001,1784813431.4606354,0.7118503199890256,0.0013987792472024418
chatbot_001,1784813431.470561,0.7217759779887274,0.0013987792472024418
chatbot_001,1784813431.4806368,0.7318520239787176,0.0013987792472024418
