request_id,event_type,start_s,end_s
chatbot_001,context_build,0.000928007997572422,0.0009297989890910685
chatbot_001,llm_call,0.00093368801753968,1.955150183988735
chatbot_001,finalize,1.9551627829787321,1.955163853999693
chatbot_001,request,0.0009239880018867552,1.955169063003268
chatbot_002,context_build,0.00046204501995816827,0.00046403397573158145
chatbot_002,llm_call,0.0004668849869631231,1.846617655013688
chatbot_002,finalize,1.8466205549775623,1.8466210949700326
chatbot_002,request,0.00045676500303670764,1.8466228549950756
chatbot_003,context_build,0.0006610919954255223,0.000662301026750356
chatbot_003,llm_call,0.0006651610019616783,2.8767899880185723
chatbot_003,finalize,2.8767950879991986,2.876796138007194
chatbot_003,request,0.0006564719951711595,2.8767988980398513
chatbot_004,context_build,0.0004955639597028494,0.0004971139715053141
chatbot_004,llm_call,0.0005007839645259082,3.139610123995226
chatbot_004,finalize,3.1396141139557585,3.1396145839826204
chatbot_004,request,0.0004920539795421064,3.139617153967265
chatbot_005,context_build,0.0006965909851714969,0.0006978609599173069
chatbot_005,llm_call,0.0007006910163909197,3.549334438983351
chatbot_005,finalize,3.5493425189633854,3.5493438589619473
chatbot_005,request,0.0006945609929971397,3.5493481389712542
