request_id,event_type,start_s,end_s
chatbot_001,context_build,0.00033374899066984653,0.0003606979735195637
chatbot_001,llm_call,0.0003635489847511053,0.11633928297669627
chatbot_001,finalize,0.11634219298139215,0.11634281298029236
chatbot_001,request,0.00033168899244628847,0.11634589298046194
chatbot_002,context_build,0.00022883902420289814,0.00024509901413694024
chatbot_002,llm_call,0.000247209012741223,0.2976809710089583
chatbot_002,finalize,0.2976837010064628,0.2976841810159385
chatbot_002,request,0.00022759902640245855,0.29768682102439925
chatbot_003,context_build,0.00017298900638706982,0.00019115899340249598
chatbot_003,llm_call,0.00019344899919815361,0.38206267001805827
chatbot_003,finalize,0.38206908002030104,0.3820698799972888
chatbot_003,request,0.00017172901425510645,0.3820757399953436
chatbot_004,context_build,0.0003389689954929054,0.0003660979855339974
chatbot_004,llm_call,0.0003696089843288064,0.24231475000851788
chatbot_004,finalize,0.24231974998838268,0.2423206300009042
chatbot_004,request,0.00033639901084825397,0.2423258599883411
chatbot_005,context_build,0.0003500090097077191,0.0003751089971046895
chatbot_005,llm_call,0.0003797289973590523,0.18704555500880815
chatbot_005,finalize,0.18705059500643983,0.18705139501253143
chatbot_005,request,0.000347949011484161,0.18705645500449464
