request_id,timestamp_s,elapsed_s,process_cpu_percent,system_cpu_percent
chatbot_001,1784292711.099653,0.013685246027307585,0.0,5.2
chatbot_001,1784292711.1154554,0.02948684201692231,0.0,0.0
chatbot_001,1784292711.130918,0.04494957500719465,0.0,1.0
chatbot_001,1784292711.1464405,0.060471936012618244,64.4,0.0
chatbot_001,1784292711.1617453,0.07577691102051176,65.3,2.0
chatbot_001,1784292711.1772666,0.09129808301804587,0.0,0.0
chatbot_001,1784292711.1925957,0.10662723801215179,0.0,1.0
chatbot_001,1784292711.2081149,0.12214625900378451,128.9,1.0
chatbot_001,1784292711.2237535,0.13778498902684078,0.0,1.0
chatbot_001,1784292711.2428617,0.15689328301232308,52.4,0.8
chatbot_001,1784292711.2623801,0.1764115100086201,0.0,0.8
chatbot_001,1784292711.2817008,0.19573241102625616,103.5,1.6
chatbot_001,1784292711.3009398,0.21497121400898322,0.0,0.8
chatbot_001,1784292711.320201,0.23423236602684483,103.8,1.6
chatbot_001,1784292711.3394878,0.25351929702446796,0.0,0.8
chatbot_001,1784292711.358956,0.27298760501435027,51.4,1.6
chatbot_001,1784292711.3784218,0.29245335402083583,51.4,0.8
chatbot_001,1784292711.3977146,0.31174609501613304,51.8,1.6
chatbot_001,1784292711.416965,0.3309965770167764,51.9,1.6
chatbot_001,1784292711.4364467,0.3504783350217622,51.3,0.8
chatbot_001,1784292711.4557233,0.36975478602107614,51.9,0.8
chatbot_001,1784292711.4751756,0.3892072150192689,51.4,1.6
chatbot_001,1784292711.4944456,0.408477026008768,0.0,1.6
chatbot_001,1784292711.513727,0.4277585480012931,103.7,0.0
chatbot_001,1784292711.5331402,0.4471716570260469,0.0,1.6
chatbot_001,1784292711.5524127,0.46644407900748774,103.8,1.6
chatbot_001,1784292711.5716856,0.4857171410112642,0.0,0.8
chatbot_001,1784292711.5909438,0.5049753530183807,51.9,1.6
chatbot_001,1784292711.6102242,0.5242556040175259,51.9,0.8
chatbot_001,1784292711.6295457,0.5435773250064813,51.8,1.6
chatbot_001,1784292711.6488166,0.5628481360035948,51.9,0.8
chatbot_001,1784292711.6680973,0.5821288780134637,51.9,1.6
chatbot_001,1784292711.6873667,0.6013981200230774,51.9,0.8
chatbot_001,1784292711.7066371,0.6206685510114767,0.0,1.6
chatbot_001,1784292711.7261004,0.6401319700235035,102.8,1.6
chatbot_001,1784292711.7453938,0.659425251011271,0.0,1.6
chatbot_001,1784292711.7648604,0.6788920090184547,102.7,0.8
chatbot_001,1784292711.7841136,0.6981451710162219,0.0,1.6
chatbot_001,1784292711.803381,0.7174125930177979,103.8,0.8
chatbot_001,1784292711.8226402,0.7366717550030444,51.9,0.8
chatbot_001,1784292711.8419282,0.7559596260252874,0.0,2.4
chatbot_001,1784292711.861204,0.7752354680269491,51.9,1.6
chatbot_001,1784292711.8804505,0.7944819700205699,52.0,0.8
chatbot_001,1784292711.8997176,0.8137490520020947,51.9,0.8
chatbot_001,1784292711.9189816,0.8330132140254136,51.9,0.8
chatbot_001,1784292711.938441,0.8524724020098802,51.4,1.6
chatbot_001,1784292711.9579113,0.8719427800097037,51.4,1.6
chatbot_001,1784292711.9771712,0.8912025919998996,51.9,0.8
chatbot_001,1784292711.9964283,0.9104599340062123,0.0,0.8
chatbot_001,1784292712.0157087,0.9297401260118932,103.7,1.6
chatbot_001,1784292712.0349648,0.9489962580264546,0.0,1.6
chatbot_001,1784292712.054239,0.96827046002727,103.8,0.8
chatbot_001,1784292712.0735047,0.9875363120227121,0.0,0.8
chatbot_001,1784292712.092934,1.0069653509999625,51.5,1.6
chatbot_001,1784292712.1122043,1.0262358830077574,51.9,0.8
chatbot_001,1784292712.1314545,1.0454858950106427,51.9,1.6
chatbot_001,1784292712.1507437,1.0647753570228815,51.8,0.8
chatbot_001,1784292712.170013,1.0840443290071562,0.0,1.6
chatbot_001,1784292712.189485,1.1035165470093489,102.7,0.8
chatbot_001,1784292712.2089791,1.1230107650044374,0.0,1.6
chatbot_001,1784292712.2284226,1.1424540940206498,102.9,0.8
chatbot_001,1784292712.2476861,1.1617176250147168,0.0,1.6
chatbot_001,1784292712.2669578,1.180989397020312,103.8,0.8
chatbot_001,1784292712.2864325,1.2004641160019673,0.0,1.6
chatbot_001,1784292712.305908,1.2199394540220965,102.7,0.8
chatbot_001,1784292712.3251755,1.239206936006667,0.0,0.8
chatbot_001,1784292712.3444457,1.2584772580012213,103.8,1.6
chatbot_001,1784292712.3637266,1.2777581200061832,0.0,1.6
chatbot_001,1784292712.3830004,1.2970318920270074,51.9,0.8
chatbot_001,1784292712.402301,1.3163326430076268,51.8,1.6
chatbot_001,1784292712.4215758,1.3356070550216828,51.9,0.8
chatbot_001,1784292712.4408417,1.3548731570190284,51.9,1.6
chatbot_001,1784292712.4601154,1.374147079011891,51.9,0.8
chatbot_001,1784292712.479389,1.3934203210228588,51.9,1.6
chatbot_001,1784292712.4986556,1.412686993018724,51.9,0.8
chatbot_001,1784292712.5179336,1.4319650550023653,0.0,0.8
chatbot_001,1784292712.537193,1.4512245770019945,103.8,1.6
chatbot_001,1784292712.5564811,1.470512548024999,0.0,0.8
chatbot_001,1784292712.5757635,1.4897948800062295,51.9,1.6
chatbot_001,1784292712.5950751,1.509106461016927,51.8,0.8
chatbot_001,1784292712.614384,1.528415512002539,51.8,1.6
chatbot_001,1784292712.6337006,1.5477321240177844,51.8,2.4
chatbot_001,1784292712.6530106,1.567042095004581,51.8,3.2
chatbot_001,1784292712.672359,1.586390365002444,51.7,2.4
chatbot_001,1784292712.6914835,1.6055149400199298,52.3,1.6
chatbot_001,1784292712.710543,1.6245742560131475,52.5,1.6
chatbot_001,1784292712.7295783,1.6436097620171495,52.5,0.8
chatbot_001,1784292712.7488167,1.662848035019124,52.0,1.6
chatbot_001,1784292712.7680767,1.6821081070229411,0.0,0.8
chatbot_001,1784292712.7873313,1.7013628990098368,103.9,0.8
chatbot_001,1784292712.806579,1.7206107820093166,0.0,0.8
chatbot_001,1784292712.825836,1.739867584023159,51.9,1.6
chatbot_001,1784292712.8450875,1.75911910602008,51.9,1.6
chatbot_001,1784292712.864328,1.7783595390210394,52.0,0.8
chatbot_001,1784292712.883553,1.7975846610206645,52.0,0.8
chatbot_001,1784292712.9027858,1.8168173740268685,52.0,1.6
chatbot_001,1784292712.9220345,1.8360659360187128,52.0,0.8
chatbot_001,1784292712.9412818,1.855313369014766,52.0,1.6
chatbot_001,1784292712.9605305,1.8745620110130403,52.0,0.8
chatbot_001,1784292712.9797854,1.8938168730237521,0.0,2.4
chatbot_001,1784292712.9990396,1.9130712950136513,103.9,0.8
